luas_tanah,luas_bangunan,kamar_tidur,kamar_mandi
68.0,60.0,3.0,2.0
108.0,180.0,1.0,3.0
144.0,205.0,4.0,4.0
75.0,86.0,2.0,2.0
297.0,145.0,3.0,2.0
1000.0,500.0,6.0,7.0
175.0,220.0,4.0,3.0
625.0,250.0,4.0,1.0
60.0,36.0,2.0,1.0
56.0,140.0,3.0,3.0
450.0,450.0,6.0,5.0
300.0,164.0,4.0,3.0
60.0,120.0,3.0,3.0
198.0,157.0,3.0,3.0
108.0,134.0,4.0,3.0
108.0,134.0,4.0,3.0
162.0,141.0,3.0,2.0
801.0,1046.0,5.0,4.0
150.0,200.0,4.0,3.0
240.0,300.0,4.0,4.0
77.0,140.0,2.0,2.0
115.0,130.0,5.0,3.0
220.0,250.0,4.0,3.0
225.0,120.0,3.0,3.0
252.0,153.0,3.0,3.0
60.0,68.0,2.0,2.0
60.0,40.0,2.0,1.0
50.0,62.0,2.0,3.0
776.0,310.0,4.0,4.0
78.0,60.0,3.0,2.0
85.0,60.0,3.0,2.0
85.0,60.0,3.0,2.0
64.0,60.0,3.0,2.0
60.0,78.0,3.0,2.0
64.0,60.0,3.0,2.0
72.0,36.0,2.0,1.0
85.0,60.0,3.0,2.0
78.0,60.0,3.0,2.0
60.0,65.0,3.0,2.0
64.0,60.0,3.0,2.0
